,title,category,author_name,dates,num comments,num views,entity_model1,ent_word_model1,nouns_model2
651,The Boyz unveil new teaser photos for their 2nd full album 'Phantasy Pt. 3: Love Letter',News,Sophie-Ha,03/05/2024,0,"2,002","ORG, MISC","The Boyz, Phantasy Pt. 3 : Love Letter","Boyz, teaser, photos, album, Phantasy, Pt, ., Love, Letter"
652,"If these Disbanded Groups made a Comeback, Which One Would Reign Number 1?",Original Content,ean1994,03/05/2024,58,"14,601","ORG, MISC, MISC","Disbanded Groups, ##back, Which One Would Reign Number 1?","Disbanded, Groups, Comeback, One, Reign, Number"
653,Chinese fans send protest trucks to SM Entertainment after aespa Karina's dating news,News,Sophie-Ha,03/05/2024,91,"20,580","ORG, PER","SM Entertainment, Karina","fans, protest, trucks, SM, Entertainment, aespa, news"
654,BLACKPINK's Lisa attends Taylor Swift's Eras Tour in Singapore as the two stars display their friendship backstage,News,Sophie-Ha,03/05/2024,37,"10,257","PER, PER, MISC, LOC","Lisa, Taylor Swift, Eras Tour, Singapore","BLACKPINK, Taylor, Swift, Eras, Tour, stars, friendship, backstage"
655,BTS's Jin will be discharged from the military in just 100 days,News,Sophie-Ha,03/05/2024,24,"14,177","ORG, PER","BTS, Jin","military, days"
656,"Break the Standards: 7 Stars Rocking the Smokey, Bold Makeup",Original Content,ean1994,03/05/2024,7,"3,180",MISC,"Break the Standards : 7 Stars Rocking the Smokey, Bold Makeup","Standards, Stars, Smokey, Bold, Makeup"
657,DAY6 begins countdown with new schedule chart for 8th mini-album 'FOUREVER',News,Sophie-Ha,03/05/2024,6,"1,878","ORG, ORG, MISC","DA, ##6, FOUREVER","DAY6, countdown, schedule, chart, -, album"
658,DAY6's Comeback Teaser sparks a Political Debate,News,Ankit-Negi,03/05/2024,40,"7,184",MISC,Comeback Teaser,"DAY6, Comeback, Teaser, Political, Debate"
659,"BIBI, IU, and TWS top Instiz chart for the final week of February 2024",News,GhostWriter,03/05/2024,4,"1,778","ORG, ORG, ORG, ORG, MISC","BIBI, IU, TWS, Inst, ##iz","Instiz, chart, week, February"
660,NewJeans head to LA to attend Billboard's Women in Music Awards,News,Sophie-Ha,03/05/2024,19,"6,587","LOC, ORG, MISC","LA, Billboard, Women in Music Awards","NewJeans, Women, Music, Awards"
661,BTS's V releases promotion schedule for his digital single 'FRI(END)S',News,Sophie-Ha,03/05/2024,31,"5,654",ORG,BTS,"V, releases, promotion, schedule, FRI(END)S"
662,Red Velvet's Wendy returns to school in the latest teaser photos for her upcoming mini-album 'Wish You Hell',News,Sophie-Ha,03/05/2024,17,"5,859","ORG, PER, MISC","Red Velvet, Wendy, Wish You Hell","Red, Velvet, returns, school, teaser, photos, -, album, Wish, Hell"
663,NCT Dream update their social media to kick start preparations for their comeback,News,Sophie-Ha,03/05/2024,0,"2,677",ORG,NCT Dream,"NCT, Dream, media, preparations, comeback"
664,"TXT members are princes from a fairytale in new teaser clips for their new EP, 'Minisode 3: TOMORROW'",Teaser,Sophie-Ha,03/04/2024,3,"1,970",MISC,Minisode 3 : TOMORROW,"members, princes, fairytale, teaser, clips, EP, Minisode, TOMORROW"
665,Rapper B-Free faces investigation for disrupting election campaigning,News,kmsml,03/04/2024,6,"3,593",PER,B - Free,"Rapper, B, faces, investigation, election, campaigning"
666,Highlight rolls out new colorful teaser photos for 5th Mini Album 'Switch On',News,Sophie-Ha,03/04/2024,1,"2,055",MISC,Switch On,"Highlight, teaser, photos, Mini, Album, On"
667,VIXX's LEO and Ken depart from Jellyfish Entertainment,News,Alec06,03/04/2024,7,"5,146","ORG, PER, PER, ORG","VIXX, LEO, Ken, Jellyfish Entertainment","depart, Jellyfish, Entertainment"
668,"DAY6 unveils 'Fourever' trailer film, marking a return after 3 years",Teaser,Alec06,03/04/2024,0,"1,445","ORG, ORG, PER, MISC","DA, ##6, Four, ##ever","DAY6, Fourever, trailer, film, return, years"
669,Anton of RIIZE shares heartfelt reflection on performing at IU's concert,News,Alec06,03/04/2024,12,"12,582","PER, ORG, ORG","Anton, RIIZE, IU","shares, reflection, concert"
670,Celebrity A's dog noise complaint sparks controversy online,Rumors,Alec06,03/04/2024,40,"13,620",PER,Celebrity A,"Celebrity, A, dog, noise, complaint, controversy"
671,BTOB's Hyunsik drops 'Sunshine' MV teaser,Teaser,Alec06,03/04/2024,1,"1,585","ORG, PER, MISC","BTOB, Hyunsik, Sunshine","MV, teaser"
672,Look out for Upcoming Girl Group VVUP,News,hi-l-lover,03/04/2024,15,"7,015",MISC,Upcoming Girl Group,"Upcoming, Girl, Group, VVUP"
673,ICHILLIN' heats up the scene with 'Feelin' Hot' comeback documentary teaser,Teaser,Alec06,03/04/2024,1,"1,987",MISC,Feelin ' Hot,"ICHILLIN, scene, Feelin, comeback, documentary, teaser"
674,TRI.BE shines bright like a 'Diamond' in latest performance video,Music Video,Alec06,03/04/2024,2,"1,539",PER,Diamond,"performance, video"
675,"IVE's official YouTube channel gets hacked, flooded with Elon Musk's 'SpaceX'",News,Alec06,03/04/2024,49,"13,533","ORG, PER, ORG","IVE, Elon Musk, SpaceX","YouTube, channel, Elon, Musk"
676,LE SSERAFIM releases special performance video for ’Smart‘,Music Video,Alec06,03/04/2024,16,"3,237",,,"LE, SSERAFIM, performance, video"
677,VCHA teases new single 'Only One' ahead of release,Teaser,Alec06,03/04/2024,2,"1,858","ORG, MISC","VCHA, Only One",release
678,Kim Shin Young exits 'National Singing Contest' mc role amid controversy over KBS's decision-making,News,Alec06,03/04/2024,7,"23,526","PER, MISC, ORG","Kim Shin Young, National Singing Contest, KBS","Kim, Shin, Young, National, Singing, Contest, mc, role, controversy, decision, making"
679,TREASURE to dazzle at the 'Asia Star Entertainer Awards 2024',News,Alec06,03/04/2024,3,"3,866",MISC,Asia Star Entertainer Awards 2024,"TREASURE, Asia, Star, Entertainer, Awards"
680,"Yang Dong Geun: ""'Rap Cup' has as much to show as 'Squid Game'""",News,Alec06,03/04/2024,5,"3,002","PER, MISC, MISC","Yang Dong Geun, Rap Cup, Squid Game","Yang, Dong, Geun, Rap, Cup, Squid, Game"
681,BoA unveils NCT WISH: A fresh start with 'WISH' dominating charts,News,Alec06,03/04/2024,0,"4,608","ORG, PER","Bo, ##A","BoA, NCT, WISH, start, WISH, charts"
682,K-Pop's 2024 starts strong: Girl groups lead the way in January Charts,News,Alec06,03/04/2024,7,"3,920",ORG,K - Pop,"K, Pop, Girl, groups, way, January, Charts"
683,"Park Myung Soo praises IU after concert: ""A national treasure worth protecting""",News,Alec06,03/04/2024,9,"4,968","PER, ORG","Park Myung Soo, I","Park, Myung, Soo, IU, concert, treasure"
684,NewJeans Hanni unveils chic charm in Marie Claire photoshoot with CHAUMET's 'Joséphine' Collection,News,Alec06,03/04/2024,22,"5,520","PER, ORG, MISC","Hanni, Marie Claire, Joséphine ' Collection","NewJeans, charm, Marie, Claire, photoshoot, CHAUMET, Joséphine, Collection"
685,From Jang Geun Suk to Lee Hae-in: 30s actors openly seek love through broadcasting,News,Alec06,03/04/2024,10,"11,679","PER, PER","Jang Geun Suk, Lee Hae - in","Jang, Geun, Suk, Lee, Hae, 30s, actors, love"
686,"Lim Young Woong tops 'Trotpick' voting once again, sets date for Seoul encore concert",News,Alec06,03/04/2024,0,"1,495","PER, MISC, LOC","Lim Young Woong, Trotpick, Seoul","Lim, Young, Woong, voting, date, concert"
687,Singer Meenoi addresses controversies and apologizes for recent behavior,News,Alec06,03/04/2024,9,"14,804",PER,Singer Meenoi,"Singer, Meenoi, controversies, apologizes, behavior"
688,Cube entertainment announces launch of new boy group NOWADAYS,News,Alec06,03/04/2024,17,"7,036","ORG, ORG","Cube entertainment, NOWADAYS","Cube, entertainment, launch, boy, group"
689,Taeyeon shines in Louis Vuitton's Spring-Summer 2024 collection on 'Vogue Korea' cover,News,Alec06,03/04/2024,10,"4,760","PER, PER, MISC, ORG, MISC","Tae, Louis Vuitton, Spring - Summer 2024, Vogue, Korea","Taeyeon, Louis, Vuitton, Spring, Summer, collection, cover"
690,Actor Jo Jung Suk to debut as singer in Netflix's 'New Singer Jo Jung Suk' project,News,Alec06,03/04/2024,5,"4,867","PER, ORG, MISC, PER","Jo Jung Suk, Netflix, New Singer Jo, Jung Suk","Actor, Jo, Jung, Suk, singer, New, Singer, Jo, Jung, Suk, project"
691,"NCT WISH captures global attention with debut, spotlighted by major international media",News,Alec06,03/04/2024,3,"3,074",ORG,NCT WISH,"NCT, WISH, attention, debut, media"
692,"TWICE tops billboard 200 with 'With YOU-th', sets new records in their 10th year",News,Alec06,03/04/2024,13,"5,087",ORG,TWICE,"tops, billboard, YOU, th, ', records, year"
693,"'Exhuma' surpasses 6 million viewers, cast and director express gratitude",News,Alec06,03/04/2024,1,"4,618",MISC,Exhuma,"viewers, cast, director, gratitude"
694,Moon Hee Jun and Soyul reveal second child Hee-woo on 'The Return of Superman',News,Alec06,03/04/2024,7,"21,855","PER, PER, PER, MISC","Moon Hee Jun, Soyul, Hee - woo, The Return of Superman","Moon, Hee, Jun, child, Hee, woo, Return, Superman"
695,ILLIT's Minju draws attention for her eye-catching beauty as a rookie idol,News,Janie-Reign,03/04/2024,38,"9,126",PER,Minju,"ILLIT, attention, eye, beauty, rookie, idol"
696,Sky-high celebrity appearance fees on variety programs astonish netizens,News,Janie-Reign,03/04/2024,26,"22,227",,,"Sky, celebrity, appearance, fees, variety, programs, netizens"
697,TWICE's Nayeon steals the spotlight with her irresistible 'cat ear' look,News,Janie-Reign,03/04/2024,14,"10,953","ORG, PER","T, Nayeon","TWICE, spotlight, cat, ear, look"
698,IU graciously invites an American 'Grandpa Uaena' to her concert,News,Janie-Reign,03/04/2024,72,"15,076","ORG, MISC, PER, PER","I, American, Grand, Uaena","IU, Grandpa, concert"
699,TXT(TOMORROW X TOGETHER) releases a new teaser for their next EP comeback,Teaser,Reza-Tiran,03/04/2024,3,"2,878",ORG,TXT,"TXT(TOMORROW, X, TOGETHER, teaser, EP, comeback"
700,Han So Hee abruptly yells at audience member to be quiet at a Boucheron party in Paris,News,Janie-Reign,03/04/2024,79,"71,660","PER, PER, LOC","Han So Hee, Boucheron, Paris","Han, Hee, audience, member, party"
701,Panda Fu Bao receives final gift on her last public appearance in Korea before departing for China,News,Janie-Reign,03/04/2024,19,"16,408","PER, LOC, LOC","Panda Fu Bao, Korea, China","Panda, Fu, Bao, gift, appearance"
702,RIIZE makes guest appearance at IU's concert and debuts new hairstyles signaling comeback,News,Janie-Reign,03/04/2024,9,"9,913","ORG, ORG, PER","RIIZE, I, ##U","guest, appearance, IU, concert, hairstyles, comeback"
703,"BLACKPINK's ROSÉ and JISOO are the First Female Soloists to Surpass 900,000 Album Sales on Circle Chart",News,MomoDancer,03/04/2024,35,"4,750","ORG, ORG, ORG, MISC, MISC, MISC","BL, ##INK, JISOO, Female, Sales, Circle Chart","BLACKPINK, ROSÉ, First, Soloists, Album, Circle, Chart"
704,Oh My Girl's YooA dazzles in gorgeous concept photos for 1st single 'Borderline',News,Janie-Reign,03/04/2024,7,"3,294","MISC, PER, MISC","Oh My Girl, YooA, Borderline","Girl, dazzles, concept, photos"
705,TWICE reveals smooth moving version choreography video for 'One Spark',Teaser,Janie-Reign,03/04/2024,5,"3,952","ORG, MISC","TWICE, One Spark","version, choreography, video, Spark"
706,"BTS's V (Kim Taehyung) to Release New Digital Single ""FRI(END)S"" on Friday, March 15",News,YeontanNews,03/03/2024,36,"8,349","ORG, PER, MISC","BTS, Kim Taehyung, New Digital Single","V, Kim, Taehyung, New, Digital, Single, FRI(END)S, Friday, March"
707,"Dive into ILLIT's world with the brand film for their debut mini album, 'Super Real Me'",Teaser,Janie-Reign,03/03/2024,16,"3,693","ORG, MISC","IL, Super Real Me","ILLIT, world, brand, film, debut, album, Super"
708,BoA set to return with new single,News,Alec06,03/03/2024,5,"4,199",PER,BoA,
709,Paul Kim transforms into a surgeon in teaser for 'Blooming Just For You',Teaser,Alec06,03/03/2024,3,"4,025","PER, MISC","Paul Kim, Blooming Just For You","Paul, Kim, surgeon, teaser"
710,Lee Hyori reveals her real birthday,News,Alec06,03/03/2024,24,"15,573",PER,Lee Hyori,"Lee, Hyori, birthday"
711,Lee Jong Suk spotted at IU’s concert,News,Alec06,03/03/2024,15,"33,025","PER, ORG","Lee Jong Suk, I","Lee, Jong, Suk, IU, concert"
712,Nam Gyu Ri discusses her new release: 'No chance to sing for 13 years',News,Alec06,03/03/2024,0,"3,040",PER,Nam Gyu Ri,"Nam, Gyu, Ri, release, chance, years"
713,"Former EXID’s Hani mourns the late Shinsadong Tiger: 'A truly good person, I miss you'",News,Alec06,03/03/2024,10,"6,055","PER, PER","Hani, Shinsadong Tiger","EXID, Shinsadong, Tiger, person"
714,"Song Joong Ki shares insights from 'My Name is Loh Kiwan', reflects on connection to Lee Sun Kyun",News,Alec06,03/03/2024,39,"9,973","PER, MISC, PER, PER","Song Joong Ki, My Name is Loh, Kiwan, Lee Sun Kyun","Song, Joong, Ki, shares, insights, Name, Loh, connection, Lee, Sun, Kyun"
715,Hong Jin Young infuses traditional Korean sounds into new ballad in 'Spring' MV,Music Video,Alec06,03/03/2024,1,"3,147","PER, MISC, MISC","Hong Jin Young, Korean, Spring","Hong, Jin, Young, sounds, ballad, MV"
716,"LE SSERAFIM secures top spot on 'Inkigayo', bags fourth music show victory with NCT's Taeyong as special MC",News,Alec06,03/03/2024,30,"8,175","MISC, ORG, PER","Inkigayo, NCT, Taeyong","LE, SSERAFIM, spot, music, show, victory, MC"
717,Son Suk Goo set to showcase transformative performance in upcoming film 'Comment Army',News,Alec06,03/03/2024,3,"3,015","PER, MISC","Son Suk Goo, Comment Army","Son, Suk, Goo, performance, film, Comment, Army"
718,Former Laboum's Yulhee reveals she's living alone after divorce,News,Alec06,03/03/2024,20,"26,596","PER, PER","Laboum, Yulhee",divorce
719,Supreme court favors distributor in SG Wannabe and SeeYa's royalty dispute,News,Alec06,03/03/2024,3,"4,291","MISC, PER","SG Wannabe, SeeYa","Supreme, court, distributor, SG, Wannabe, royalty, dispute"
720,VCHA unveils tracklist for 2nd single album 'Only One',News,Dani-Dee,03/03/2024,7,"2,849","ORG, MISC","VCHA, Only One","unveils, tracklist, album"
721,NCT WISH unveils dance practice for debut single 'WISH',Misc,Dani-Dee,03/03/2024,0,"1,676","ORG, MISC","NCT WISH, WISH","NCT, unveils, dance, practice, debut"
722,"'Farewell, oppa,' EXID's Junghwa mourns her group's late producer Sinsadong Tiger in new Instagram post",News,Dani-Dee,03/03/2024,5,"7,469","ORG, PER, PER","EX, Junghwa, Sinsadong Tiger","Farewell, oppa, EXID, group, producer, Sinsadong, Tiger, Instagram, post"
723,Jennie and BROCKHAMPTON's Matt Champion tease audio of a collaboration track on social media,News,Dani-Dee,03/03/2024,10,"8,206","PER, PER","Jennie, Matt Champion","BROCKHAMPTON, Matt, Champion, audio, collaboration, track, media"
724,RIIZE's 'Love 119' breaks its own best record by rising 10 spots on MelOn's monthly chart for February,News,Dani-Dee,03/03/2024,5,"2,638","ORG, MISC, PER","RIIZE, Love 119, MelOn","Love, record, spots, chart, February"
725,NCT WISH tops Japan's Oricon chart with debut song ‘WISH’,News,Dani-Dee,03/03/2024,0,"2,474","MISC, LOC, ORG","##T WISH, Japan, Oricon","NCT, WISH, chart, debut, song, WISH"
726,Fantasy Boys' Soul belatedly revealed to have lost his father last month,News,Dani-Dee,03/03/2024,11,"3,537",MISC,Fantasy Boys ' Soul,"Fantasy, Boys, Soul, father, month"
727,"IU reveals alternate happy ending for 'Love Wins All' music video, starring BTS's V (Kim Taehyung), at her concert",News,YeontanNews,03/03/2024,23,"13,177","PER, MISC, ORG, PER","IU, Love Wins All, BTS, Kim Taehyung","ending, Love, music, video, V, Kim, Taehyung, concert"
728,PURPLE K!SS official Twitter account gets hacked?,News,Yaki-Jones,03/03/2024,7,"4,878","MISC, ORG, MISC","K, !, Twitter","PURPLE, K!SS, account"
729,Daniel Dae Kim welcomes Kim Tae Hee to 'Butterfly',News,Yaki-Jones,03/03/2024,3,"10,772","PER, PER, MISC","Daniel Dae Kim, Kim Tae Hee, Butterfly","Daniel, Dae, Kim, Kim, Tae, Hee"
730,BLACKPINK's Jennie suffers a minor injury amid crowding at the airport,News,Yaki-Jones,03/03/2024,53,"22,626","ORG, PER","BL, Jennie","BLACKPINK, injury, airport"
731,Netizens react to IVE Wonyoung’s sister Jang Da Ah’s acting debut,News,Yaki-Jones,03/03/2024,33,"27,152","PER, PER","IVE Wonyoung, Jang Da Ah","Netizens, IVE, Wonyoung, sister, Jang, Da, Ah, acting, debut"
732,BLACKPINK's Lisa shows support for SHINee at SHINee's world tour stop in Singapore,News,Yaki-Jones,03/03/2024,18,"20,912","ORG, ORG, PER, PER, PER, LOC","BL, ##KPINK, Lisa, SHINee, SHINee, Singapore","BLACKPINK, support, world, tour, stop"
733,"From losing 20kg to daily manifestation, Swings shares his transformative life behind the scenes",Variety,Yaki-Jones,03/03/2024,3,"5,685",PER,Swings,"kg, manifestation, life, scenes"
734,BigHit Music teases upcoming content for BTS's V (Kim Taehyung) in a surprise video,News,YeontanNews,03/02/2024,19,"9,701","ORG, ORG, PER","BigHit Music, BTS, Kim Taehyung","BigHit, Music, content, V, Kim, Taehyung, surprise, video"
735,Former T-ara Member Ahreum alleges Ex-Husband's abuse towards her and their children,News,kmsml,03/02/2024,70,"21,764","ORG, PER, ORG","T - ara, Ahreum, Ex - Husband","T, ara, Member, Ex, -, Husband, abuse, children"
736,Former GWSN's Miya drops bold concept photos for 'MIYAO' solo debut,News,Germaine-Jay,03/02/2024,9,"4,355","ORG, PER, MISC","GWSN, Miya, ##YAO","concept, photos, MIYAO, debut"
737,Xikers reveals intense preview of 'House of Tricky : Trial And Error' mini album,Teaser,Germaine-Jay,03/02/2024,3,"2,074",MISC,House of Tricky : Trial And Error,"Xikers, preview, House, Tricky, Trial, Error, album"
738,Kim Chung Ha reverses time in MV teaser for 'EENIE MEENIE' feat. ATEEZ' Hongjoong,Teaser,Germaine-Jay,03/02/2024,4,"3,276","PER, PER, PER","Kim Chung Ha, ATEEZ, Hongjoong","Kim, Chung, Ha, time, MV, teaser, EENIE, MEENIE, feat"
739,"SPOILER 'Immortal Song' reveals TVXQ special feat. Red Velvet's Irene & Seulgi, ONF, ZEROBASEONE & more",Variety,Germaine-Jay,03/02/2024,7,"5,358","MISC, ORG, ORG, PER, PER, ORG","Immortal Song, TVXQ, Red Velvet, Irene, Seulgi, ON","SPOILER, Immortal, Song, feat, Red, Velvet, ONF, ZEROBASEONE"
740,Lee Jae Wook & aespa Karina's alleged first meeting at 'Prada' event goes viral,News,Germaine-Jay,03/02/2024,26,"20,839","PER, PER, LOC, MISC","Lee Jae Wook, Karina, Pr, ##ada","Lee, Jae, Wook, aespa, meeting, Prada, event"
741,Ahn Bo Hyun is coming to Manila for a solo fan meeting in May,News,Sofia-Sayson,03/02/2024,4,"2,509","PER, LOC","Ahn Bo Hyun, Manila","Ahn, Bo, Hyun, fan, meeting, May"
742,Taeyeon says Kim Bum Soo is her ideal type,News,Germaine-Jay,03/02/2024,10,"10,101","PER, PER","Taeyeon, Kim Bum Soo","Kim, Bum, Soo, type"
743,from20 releases new single 'Demon',Variety,Sofia-Sayson,03/02/2024,6,"3,196",MISC,Demon,from20
744,Red Velvet's Seulgi talks about what it took to get recruited by SM Entertainment,News,Germaine-Jay,03/02/2024,16,"13,160","ORG, PER, ORG","Red Velvet, Seulgi, SM Entertainment","Red, Velvet, SM, Entertainment"
